model,arg,all,nucleus,membrane
gaussian_filter,sigma=0.5,0.12398359200595306,0.0947440462386201,0.2003751980647509
gaussian_filter,sigma=0.4,0.1151824800846939,0.10959813308150074,0.12977221549844184
gaussian_filter,sigma=0.402,0.11648567661272718,0.11093623269426198,0.13098422378709573
gaussian_filter,sigma=0.404,0.11931411704310381,0.11312470233264033,0.13548465998035072
gaussian_filter,sigma=0.406,0.12113025049389967,0.11446353910092993,0.13854778476382054
gaussian_filter,sigma=0.408,0.12211853056973096,0.11515079726254517,0.14032251848940558
gaussian_filter,sigma=0.41,0.12400390190542589,0.11697054225189553,0.14237934604528005
gaussian_filter,sigma=0.412,0.124788684749715,0.11773218197494853,0.14322459290000578
gaussian_filter,sigma=0.414,0.1273694599606818,0.1196992517363848,0.14740874270884508
gaussian_filter,sigma=0.416,0.1286366091443025,0.1203062540018508,0.15040060005701417
gaussian_filter,sigma=0.418,0.12988405565276306,0.12137351790135702,0.1521187939222024
gaussian_filter,sigma=0.42,0.13062325006185652,0.12226913218535318,0.15244932379326154
gaussian_filter,sigma=0.422,0.1316259001305943,0.12293100327032837,0.1543422973330908
gaussian_filter,sigma=0.424,0.13253086925092467,0.12347871304210964,0.15618064673341434
gaussian_filter,sigma=0.426,0.13363509336544116,0.12373897404925777,0.15948981950682126
gaussian_filter,sigma=0.428,0.13460583816260635,0.1248848487240286,0.1600030177769086
gaussian_filter,sigma=0.43,0.13618095206339811,0.12622821749007318,0.16218359193965248
gaussian_filter,sigma=0.432,0.13699993335343522,0.1268958352508462,0.16339802749533444
gaussian_filter,sigma=0.434,0.13757055842197796,0.12689473924933903,0.1654623382423861
gaussian_filter,sigma=0.436,0.1378836361784148,0.12617211072883594,0.1684813152809181
gaussian_filter,sigma=0.438,0.13847409626305182,0.12643944440500107,0.16991597949579698
gaussian_filter,sigma=0.44,0.13951982183904446,0.12711141838784126,0.17193817319804383
gaussian_filter,sigma=0.442,0.14061139473160839,0.12769446641016463,0.1743583245804254
gaussian_filter,sigma=0.444,0.14041992844693157,0.12706264332774952,0.17531734001956925
gaussian_filter,sigma=0.446,0.1403813088587434,0.1263980797399043,0.1769140696196743
gaussian_filter,sigma=0.448,0.14061921559380322,0.12615796421863748,0.17840086333072272
gaussian_filter,sigma=0.45,0.14127779513725874,0.12616799285330424,0.18075385515840114
gaussian_filter,sigma=0.452,0.14175655731883471,0.1262777818289865,0.1821966013914111
gaussian_filter,sigma=0.454,0.14172087130217217,0.12540161565004102,0.18435676444737956
gaussian_filter,sigma=0.456,0.14138917924367486,0.12481536433910928,0.18469013710244975
gaussian_filter,sigma=0.458,0.14150416394920431,0.12394265249409323,0.18738559027336835
gaussian_filter,sigma=0.46,0.1415043973364852,0.12346302625020444,0.18863951098532677
gaussian_filter,sigma=0.462,0.14176677662669157,0.12310350506532183,0.1905266753005404
gaussian_filter,sigma=0.464,0.14061146738627284,0.12164125870316152,0.19017327385566285
gaussian_filter,sigma=0.466,0.14041967901847416,0.12042339086526206,0.19266223365299223
gaussian_filter,sigma=0.468,0.13973151163267153,0.11927790350725005,0.1931688661945835
gaussian_filter,sigma=0.47,0.13945803803573495,0.11854840933291066,0.19408679770978032
gaussian_filter,sigma=0.472,0.1386247934683328,0.1173622533105556,0.19417557406072378
gaussian_filter,sigma=0.474,0.13804509202196838,0.11605950046998295,0.1954849258064349
gaussian_filter,sigma=0.476,0.1376624518467971,0.11529475427005965,0.19610058065088573
gaussian_filter,sigma=0.478,0.13637982137803195,0.1129256179939694,0.19765656895801526
gaussian_filter,sigma=0.48,0.13548861626369918,0.11139024684893153,0.19844832014011907
gaussian_filter,sigma=0.482,0.1348095748542536,0.11018369181902647,0.19914746746881096
gaussian_filter,sigma=0.484,0.13403855960985883,0.108769609480445,0.20005653742544452
gaussian_filter,sigma=0.486,0.13278375581237806,0.10672879120819777,0.20085528495843472
gaussian_filter,sigma=0.488,0.13206196746424662,0.10565447303122083,0.20105452048746716
gaussian_filter,sigma=0.49,0.1314842541184655,0.10459867439735722,0.20172585879523486
