model,arg,all,nucleus,membrane
gaussian_filter,sigma=3.7,-0.030509282377295364,-0.025609914859135944,-0.045061859163907494
gaussian_filter,sigma=3.75,-0.031073694960434835,-0.025817644596099854,-0.04668572574558825
gaussian_filter,sigma=3.8,-0.03164416878597992,-0.02614792585372925,-0.047969642842170035
gaussian_filter,sigma=3.85,-0.032174373356778724,-0.02641110122203827,-0.04929300345996819
gaussian_filter,sigma=3.9,-0.03268417916690322,-0.026655309398969016,-0.05059171313106423
gaussian_filter,sigma=3.95,-0.03322923421265181,-0.026914502183596294,-0.051985864001925626
gaussian_filter,sigma=4.0,-0.033755454042011364,-0.027151740392049154,-0.053370445081503085
gaussian_filter,sigma=4.05,-0.03426818642533033,-0.027409808039665223,-0.05463960737285047
gaussian_filter,sigma=4.1,-0.034758162022826083,-0.02762441913286845,-0.05594749733953193
gaussian_filter,sigma=4.15,-0.03532464025621105,-0.02792526443799337,-0.05730298427071902
gaussian_filter,sigma=4.2,-0.035901684416202534,-0.02822542071342468,-0.058702467691780315
gaussian_filter,sigma=4.25,-0.036446448573447816,-0.02851707359155019,-0.05999904752957939
gaussian_filter,sigma=4.3,-0.03695190592002393,-0.0287380576133728,-0.06134947514770055
gaussian_filter,sigma=4.35,-0.037501710311433026,-0.029004154404004414,-0.06274197538300316
gaussian_filter,sigma=4.4,-0.038082993535924134,-0.029309359788894655,-0.06414329179442756
gaussian_filter,sigma=4.45,-0.03858697548174204,-0.029507346351941428,-0.06555617091679337
gaussian_filter,sigma=4.5,-0.03916498565317092,-0.029831798672676088,-0.06688732321899717
gaussian_filter,sigma=4.55,-0.03970298178475397,-0.030079425970713298,-0.06828780103437972
gaussian_filter,sigma=4.6,-0.04020333557652119,-0.030330399870872497,-0.06952888717745791
gaussian_filter,sigma=4.65,-0.040779300461386205,-0.03063511351744334,-0.07091054880973136
gaussian_filter,sigma=4.7,-0.041306795176127904,-0.03089409371217092,-0.0722356114057031
gaussian_filter,sigma=4.75,-0.04181468055729854,-0.031185637712478637,-0.07338609494785271
gaussian_filter,sigma=4.8,-0.042358467406465525,-0.03149898906548818,-0.07461434366679427
gaussian_filter,sigma=4.85,-0.04292300677953516,-0.03179620544115702,-0.07597291174501476
gaussian_filter,sigma=4.9,-0.04343363427164549,-0.0320286891857783,-0.07730970878412227
gaussian_filter,sigma=4.95,-0.044024501506824444,-0.03234818696975708,-0.07870662389415325
gaussian_filter,sigma=4.0,-0.03375545285289127,-0.02715173880259196,-0.053370445081503085
gaussian_filter,sigma=4.02,-0.033927637591326325,-0.02722931981086731,-0.053823630998630335
gaussian_filter,sigma=4.04,-0.03415935161405073,-0.027359833717346193,-0.05435593942604443
gaussian_filter,sigma=4.06,-0.03436326965726819,-0.027459117770195007,-0.054870651500059826
gaussian_filter,sigma=4.08,-0.03456884161789816,-0.027565905054410297,-0.055369643291624464
gaussian_filter,sigma=4.1,-0.03475816083370599,-0.027624417543411255,-0.05594749733953193
gaussian_filter,sigma=4.12,-0.034985888479951016,-0.02774881919225057,-0.05648213388896225
gaussian_filter,sigma=4.14,-0.03521301963382826,-0.02786705215771993,-0.05703272500840744
gaussian_filter,sigma=4.16,-0.03540263806198006,-0.02796555558840434,-0.057492982042898044
gaussian_filter,sigma=4.18,-0.03563912060492651,-0.0280727485815684,-0.05811349295153476
gaussian_filter,sigma=4.2,-0.03590168679444273,-0.028225421706835428,-0.05870247418337529
gaussian_filter,sigma=4.22,-0.03613824558971529,-0.028374411463737488,-0.0591991390332137
gaussian_filter,sigma=4.24,-0.036339469829996925,-0.02846414625644684,-0.059731520048462515
gaussian_filter,sigma=4.26,-0.03655462372035457,-0.02857288857301076,-0.06026274792038568
gaussian_filter,sigma=4.28,-0.03675389512815975,-0.028647738695144653,-0.06083158750345211
gaussian_filter,sigma=4.3,-0.036951903987703774,-0.028738055427869162,-0.06134947396741055
gaussian_filter,sigma=4.32,-0.03715435108936339,-0.02883595605691274,-0.06186245514614747
gaussian_filter,sigma=4.34,-0.0373897460333427,-0.028945941726366678,-0.06247035288574672
gaussian_filter,sigma=4.36,-0.03762988705290226,-0.029054810007413227,-0.06310041293059246
gaussian_filter,sigma=4.38,-0.03786036468800761,-0.02916589895884196,-0.06368551041820261
gaussian_filter,sigma=4.4,-0.038082994873684245,-0.029309362173080444,-0.06414329002399256
gaussian_filter,sigma=4.42,-0.03825875589080582,-0.029347185889879862,-0.0647287657945463
gaussian_filter,sigma=4.44,-0.03848306808685721,-0.02946344554424286,-0.06527402613422659
gaussian_filter,sigma=4.46,-0.03871185003670671,-0.029591787656148276,-0.06580114423638524
gaussian_filter,sigma=4.48,-0.038927611121513,-0.029705992539723714,-0.06631855740405546
gaussian_filter,sigma=4.5,-0.03916498565317092,-0.029831798672676088,-0.06688732321899717
gaussian_filter,sigma=4.52,-0.039346354560661795,-0.029922465483347576,-0.06733810429525848
gaussian_filter,sigma=4.54,-0.03959260854935111,-0.030030869046847024,-0.06799381499243255
gaussian_filter,sigma=4.56,-0.039809630547378426,-0.030131290157636006,-0.06855717625948463
gaussian_filter,sigma=4.58,-0.04004081853310069,-0.03024375776449839,-0.06914099903389959
gaussian_filter,sigma=4.6,-0.04020333557652119,-0.030330399870872497,-0.06952888717745791
gaussian_filter,sigma=4.62,-0.04043446693039892,-0.030448275009791057,-0.07009642313022425
gaussian_filter,sigma=4.64,-0.04065216226768018,-0.030560717384020487,-0.07062675103102581
gaussian_filter,sigma=4.66,-0.04090187169072634,-0.030709563493728637,-0.07117605445408585
gaussian_filter,sigma=4.68,-0.04109040415495114,-0.030814325014750163,-0.07161341150208275
gaussian_filter,sigma=4.7,-0.041306795176127904,-0.03089409371217092,-0.0722356114057031
gaussian_filter,sigma=4.72,-0.041473782567906556,-0.030983192722002666,-0.07263395042702703
gaussian_filter,sigma=4.74,-0.04170940433654405,-0.031131162842114767,-0.07312992362692805
gaussian_filter,sigma=4.76,-0.041909052546779416,-0.031227063735326133,-0.07363773218475946
gaussian_filter,sigma=4.78,-0.04215043634547854,-0.031402094960212706,-0.07407620283636716
gaussian_filter,sigma=4.8,-0.042358467406465525,-0.03149898906548818,-0.07461434366679427
gaussian_filter,sigma=4.82,-0.042581131779344895,-0.03160737156867981,-0.07517645913775604
gaussian_filter,sigma=4.84,-0.0428132900870649,-0.031751434008280434,-0.07567028834088015
gaussian_filter,sigma=4.86,-0.04303235543933592,-0.03185141781965892,-0.07624306124035675
gaussian_filter,sigma=4.88,-0.043241045867415735,-0.03194594343503316,-0.07679085507251249
gaussian_filter,sigma=4.9,-0.04343363471756552,-0.032028689583142596,-0.07730970937426727
gaussian_filter,sigma=4.92,-0.04371896705722571,-0.032193761269251504,-0.07795225157596097
gaussian_filter,sigma=4.94,-0.04391307129229691,-0.032287222941716515,-0.07844529411580303
gaussian_filter,sigma=4.96,-0.04413356002132197,-0.032401095827420553,-0.0789824635675638
gaussian_filter,sigma=4.98,-0.04433081141136531,-0.032479710181554156,-0.0795321021929826
gaussian_filter,sigma=0.4,0.005753406562710046,0.006129520535469055,0.004636236346594178
gaussian_filter,sigma=0.402,0.0058269780175644265,0.006223179300626119,0.004650142523321775
gaussian_filter,sigma=0.404,0.005962410769854995,0.006332746148109436,0.004862404695831903
gaussian_filter,sigma=0.406,0.0060545409706762605,0.006411941250165303,0.004992955982094944
gaussian_filter,sigma=0.408,0.0061091694451329715,0.00646733025709788,0.005045325449197599
gaussian_filter,sigma=0.41,0.006197460423086647,0.006556110580762228,0.005132162925040368
gaussian_filter,sigma=0.412,0.006247698814791634,0.006611468394597372,0.005167195112398356
gaussian_filter,sigma=0.414,0.006396168187966668,0.006741017897923788,0.005371862118787105
gaussian_filter,sigma=0.416,0.006465055550125769,0.006792153716087341,0.005493476839348821
gaussian_filter,sigma=0.418,0.0065290232251707155,0.006863224903742473,0.005536344971987281
gaussian_filter,sigma=0.42,0.00656932220791938,0.006919904947280884,0.005527987338528775
gaussian_filter,sigma=0.422,0.006631211152397783,0.006967296997706095,0.005632936364353293
gaussian_filter,sigma=0.424,0.006671644505717213,0.007001457611719767,0.005692001616600716
gaussian_filter,sigma=0.426,0.006743790800137412,0.007037055691083273,0.005872706965644761
gaussian_filter,sigma=0.428,0.006810293084665427,0.007114213109016419,0.005907560339068422
gaussian_filter,sigma=0.43,0.0068799630364872275,0.007175368865331014,0.006002519980515584
gaussian_filter,sigma=0.432,0.006916841515281848,0.007211750547091166,0.0060408740940660535
gaussian_filter,sigma=0.434,0.0069487476883981,0.00722929577032725,0.006115436553955078
gaussian_filter,sigma=0.436,0.006986083086589328,0.007231618960698446,0.006256768609037493
gaussian_filter,sigma=0.438,0.0070102509120456005,0.0072528717915217086,0.006289594834393794
gaussian_filter,sigma=0.44,0.00707241989430644,0.007312827706336975,0.00635833728431475
gaussian_filter,sigma=0.442,0.007129615381768814,0.00734833041826884,0.006479966758501412
gaussian_filter,sigma=0.444,0.007128878127309747,0.007337641716003418,0.006508788259902803
gaussian_filter,sigma=0.446,0.00712235401990705,0.007306363781293233,0.006575790372225318
gaussian_filter,sigma=0.448,0.00712814325109087,0.0072990210851033525,0.006620585328281516
gaussian_filter,sigma=0.45,0.007173718508342258,0.007316755652427673,0.006748855704128152
gaussian_filter,sigma=0.452,0.0071860132669272865,0.007313458919525146,0.006807461823567305
gaussian_filter,sigma=0.454,0.007193193322702536,0.007293261686960856,0.006895960557578814
gaussian_filter,sigma=0.456,0.007180011183246413,0.007270336349805196,0.006911718609309433
gaussian_filter,sigma=0.458,0.007211752960509493,0.00725475549697876,0.007084022654165136
gaussian_filter,sigma=0.46,0.00720401431556949,0.007231984535853068,0.007120934453341041
gaussian_filter,sigma=0.462,0.007202883165078865,0.007204838395118714,0.007197075551099117
gaussian_filter,sigma=0.464,0.007164382577834284,0.007148421804110209,0.007211790816618664
gaussian_filter,sigma=0.466,0.007168375940394223,0.007099357048670451,0.007373382549474735
gaussian_filter,sigma=0.468,0.007133656457772576,0.007045546968777974,0.007395367811221887
gaussian_filter,sigma=0.47,0.007116692470493459,0.00701147476832072,0.00742922029872932
gaussian_filter,sigma=0.472,0.007082235040212807,0.00695572296778361,0.007458013473170819
gaussian_filter,sigma=0.474,0.007058695516086873,0.006909665862719218,0.007501357852822483
gaussian_filter,sigma=0.476,0.007035555982232986,0.0068724141518274945,0.007520135676506722
gaussian_filter,sigma=0.478,0.006992418718456924,0.006793513695398967,0.0075832257176389785
gaussian_filter,sigma=0.48,0.006949269712119923,0.006726378997166951,0.0076113213406931056
gaussian_filter,sigma=0.482,0.006908622317183344,0.006664491097132365,0.007633764554958533
gaussian_filter,sigma=0.484,0.006850187469301675,0.006567162871360779,0.007690854591898399
gaussian_filter,sigma=0.486,0.006775884854228717,0.006456457376480103,0.0077246793425909364
gaussian_filter,sigma=0.488,0.006759709996772823,0.006432981292406718,0.007730191296870166
gaussian_filter,sigma=0.49,0.006730269464174114,0.006380129257837932,0.007770289879034061
gaussian_filter,sigma=0.492,0.0066118378591656386,0.006246699889500936,0.007696406085892479
gaussian_filter,sigma=0.494,0.00657465972210701,0.006186596552530925,0.007727322602035976
gaussian_filter,sigma=0.496,0.006532186730544169,0.006128592093785604,0.007730982681312184
gaussian_filter,sigma=0.498,0.006431652274809573,0.0059779123465220135,0.007779394636059752
